category,description,title,institute,timestamp,site,credits,id
,"Various factors affecting location, construction, financing, and marketing of real estate in metropolitan areas. Studies the relationship of public policy to the activities of the private sector, market analysis techniques, evaluation of development projects, and problems of real estate investment. ",Real Estate Development,Boston University,,www.bu.edu,4,MET UA 508
,"Examination of selected cases in municipal and public management. Organization, financial management, personnel relations, program planning and budgeting, and issues of public and private sector relations. The administration of municipal functions, including health, police, schools, and housing. ",Urban Management,Boston University,,www.bu.edu,4,MET UA 505
,"Surveys the factors affecting supply and price of urban housing. Examines federal, state, and municipal programs, as well as future policy options, from the standpoint of housing quality and community development goals. Analysis of selected international comparative experience. ",Housing and Community Development,Boston University,,www.bu.edu,4,MET UA 503
,"This course takes an interdisciplinary approach to urban affairs and urban problems, including an overview of prominent theories about the nature and causes of urban problems. We will examine the metropolitan area as a complex system with interdependent institutions and problems and consider present as well as future urban policy options in areas such as housing, transportation, crime, education, environment and economic development. ",Introduction to Urban Affairs,Boston University,,www.bu.edu,4,MET UA 301
,"Prereq:  One semester of biology, BT 413 (Mol Bio) or BT 436 (Genetics). This course explores principles   of infection, host factors, epidemiology,  treatment, prevention, and clinical approach to infection of   different organs and systems as well as basic description of medically important infectious agents, i.e.   bacteria, viruses, fungi and parasites. Upon successful completion of this course students will   understand principles of infection, its epidemiology, treatment, and prevention, as will have knowledge   of major pathogens, including all of the significant etiologic agents of newly emerging infections, and   will be able to critically assess the outstanding issues of infection control and prevention. ",Infectious Diseases,Boston University,,www.bu.edu,4,GMS BT 475
,"Prereq: One semester of biology and two semesters of chemistry, BT 342 (Cell Biology) or BT 413  (Molecular Biology). Many pathological conditions such as diabetes and cancer are caused by  perturbations in signal transduction cascades. These cascades convert extracellular signals into  changes in gene expression and alterations in cell physiology. The proteins that participate in  signal transduction cascades interact in a dynamic, regulated fashion to form multi-protein  complexes that allow information processing. This course aims to present in a comprehensive  manner, the major signal transduction pathways, their cross-talk, as well as their contribution in  maintaining cellular homeostasis.  In addition, we will highlight perturbations of these pathways  that could lead to development of different diseases as well as the molecular logic that underlies  current and future therapies.",Cell Signaling in Health and Disease,Boston University,,www.bu.edu,4,GMS BT 465
,"Prereq: One semester of biology, two semesters of chemistry, and BT 405 (Biochem). BT 575 (Design &   Conduct of Clin Trials) recommended. This course explores how drugs developed at the bench   transition to clinical testing and subsequently to the market. The translational approach in drug   development is discussed as well as current translational technologies. Topics include the molecular   and pathophysiological basis of select diseases; drug design; pre-clinical testing; clinical evaluation of   drugs; regulatory requirements for drug approval; and the frontiers of translational research. Lectures   are combined with discussions and presentations.",Drug Development,Boston University,,www.bu.edu,4,GMS BT 462
,"Prereq: One semester of biology, two semesters of chemistry and  BT 405 (Biochem).  This course   covers laboratory technologies utilized in the pre-clinical drug development phase with emphasis on   the issues and challenges of molecular targeted therapeutics, a new paradigm in drug discovery. In   addition, DNA, RNA and protein-based therapeutics, and gene and stem cell therapies are discussed.     Students learn about translational technologies used to identify and validate drug targets, as well as   lead optimization and selection of drug candidates.  A hands-on laboratory component reinforces drug   discovery concepts.",Drug Discovery ,Boston University,,www.bu.edu,4,GMS BT 460
,"Prereq:  A&P 1 & 2 or Med Term 1 & 2 plus GMS BT 342 Cell Biology or consent of program director. This course will present a thorough study of the endocrine system, examining each of its member glands and tissues as well as the mechanisms by which hormones operate between them.  Specific topics of endocrine function include: the gastrointestinal tract, energy metabolism, calcium metabolism, hypothalamus-pituitary complex, thyroid gland, adrenal gland and male and female reproductive systems.  For each of these topics, there will be a focus on the pathophysiology of relevent endocrine diseases (e.g. type 2 diabetes, osteoporosis) and new developments in their current treatment regimens. 4 cr.",Endocrinology,Boston University,,www.bu.edu,4,GMS BT 456
,"Prereq:  one semester of biology, two semesters of chemistry, BT 110 (Intro Biomed Lab Sci), BT 208   (Essential Math for Biotech) & BT 342 (Cell Bio). This course gives students a foundation in cell culture   techniques used in modern cell culture labs. Topics  include aseptic technique, freezing and thawing of   cell stocks, passage and maintenance of cells, and culture of adherent and suspension cells. Emphasis is   on practical hands-on experience.  Upon completion of this course, students will be able to understand   and follow basic cell culture protocols.  Laboratory course.",Cell Culture Techniques,Boston University,,www.bu.edu,4,GMS BT 454
,"Prereq: one semester of biology, two semesters of chemistry, and BT 405 (Biochemistry).  This  course explores the role of toxicology as a safeguard to prevent injury from environmental  chemicals and as a tool in the investigations of suspicious deaths. Case studies, videos showing  how forensic evidence is used in court and group discussions will accompany lectures and  demonstrations. Students also explore the role of legal and medical communities as well as  governmental agencies in dealing with issues. ",Forensic Toxicology ,Boston University,,www.bu.edu,4,GMS BT 450
,"This course provides students with knowledge pertaining to the scientific, political,  legal, and ethical   issues that drive the advancement and innovation in biotechnology.  Students learn how the various   drivers of medical biotechnology interact with one  another and shape the business and finance of this   industry and impact its growth.  Students explore intellectual property, R&D, marketing and other   issues including  what shapes the public view of biotechnology. In addition, students develop their    creative thinking and analytical skills and explore their ideas of new vision of  biotechnology through   discussions, readings, and presentations. ",The Business of Biotechnology,Boston University,,www.bu.edu,4,GMS BT 444
,"Prereq: GMS BT 413 (Mol Bio) or consent of program director. This course evaluates how cutting-edge   technologies in molecular biology contribute to unraveling gene function and biological processes.   Students read, discuss and present original research papers about transcriptional regulation,   intracellular signaling pathways, cell cycling, apoptosis, cancer, and DNA repair. Technologies discussed   include microarrays, RNA silencing, inducible gene expression systems, reporter gene assays,   mutagenesis, use of green fluorescent protein for life cell imaging, the creation of transgenic and   knockout animals, the Cre/Lox system, and the use of biological databases. Great opportunity to   develop and improve your PowerPoint presentation skills. ",Advanced Molecular Biology Lecture,Boston University,,www.bu.edu,4,GMS BT 443
,"This course addresses the legal, ethical and scientific aspects of Assisted Reproduction (also called  ART-Assisted Reproductive Techniques). The science of treating infertility has expanded amazingly in the last 15 years, from the use of sperm donors to selling eggs on the internet. Assisted Reproductive  techniques are constantly changing and have given rise to many legal cases and ethical questions, which this course will. This course closely examines these legal and ethical questions. Online only; technology fee applies.",Issues in Assisted Reproduction,Boston University,,www.bu.edu,4,GMS BT 442
,"This online class explores the newest information and legal and bioethical implications in human genetics, using audio-visuals, actual cases, discussions and lecture. Topics include: new reproductive techniques, genetic diseases, prenatal testing and genetic testing, DNA fingerprinting, cloning, and DNA technology. Online only; technology fee applies.","Genetics, Ethics, and the Law",Boston University,,www.bu.edu,4,GMS BT 440
,"Prereq: one semester of biology and two semesters of chemistry, BT 342 (Cell Bio) or BT 413 (Mol Bio).   This course focuses on human genetics with a strong emphasis on the relationship between DNA   structure, disease manifestation, and inheritance. The course reviews the molecular mechanisms   underlying the flow of information within a cell from DNA to protein, population genetics, genetics of   immunity and cancer, reproductive technologies, epigenetics, genomics and cancer stem cells.  The   class includes lectures and student presentations.",Human Genetics,Boston University,,www.bu.edu,4,GMS BT 436
,"Prereq: BT 104 and BT 342. This course is designed to familiarize students with the cellular and   molecular basis of many different types of diseases, including infectious diseases and genetic disorders.   Students begin to make connections between previous coursework, such as cell biology and anatomy.   Students also learn new concepts, histology, and experimental design, as they pertain to the study of   human disease. The goal of the course is to give student a knowledge base that can prepare them for   thinking critically about pathology should they decide to work in a laboratory researching disease or to   pursue further education in a disease-related field.",Basic Pathology: Mechanisms of Disease,Boston University,,www.bu.edu,4,GMS BT 432
,"Focuses on the successful management of a research or diagnostic laboratory. Topics covered include leadership development, quality improvement, record keeping, process control, computer skills, good laboratory practices, human resources, finance and communication skills. A broader introduction to healthcare management is also included. Guest lecturers from industry, hospitals, and research laboratories are featured.",Laboratory Management,Boston University,,www.bu.edu,4,GMS BT 430
,"Prereq: one semester of biology and two semesters of chemistry. Provides the student with an   understanding of clinically important microorganisms. Students become familiar with the classification,   pathogenicity, identification, and prevention and treatment of diseases caused by bacteria, fungi, and   parasites as well as the workings of a modern clinical microbiology laboratory. Laboratory course.",Medical Microbiology,Boston University,,www.bu.edu,4,GMS BT 426
,"Prereqs: GMS BT110 Intro to Biomed Lab Sciences, GMS BT405 Biochemistry, GMS  BT342 Cell Biology (or equivalent courses) and knowledge of molecular biology. This  course examines the scientific principles and proper uses of optical instruments  commonly found  in modern biomedical laboratories. Students will learn hands-on  fundamentals of assay development,  using instruments such as luminometers,  spectrophotometers, fluorometers, fluorescence  microscopes, plate readers,  bioimagers, and real-time PCR thermocyclers. Principles of sound  experimental  design, including the use of appropriate controls and consideration of instrument   sensitivity, will be addressed using the students' own experiments as well as examples  from the  scientific literature. Students will process their data, including microscope  images using computer  freeware. At the end of the course students will present,  interpret, and critically discuss their results  with faculty and researchers during a  poster session. ",Biomedical Instrumentation and Imaging,Boston University,,www.bu.edu,4,GMS BT 422
,"Prereq: one semester of biology, two semesters of chemistry and  BT 110 (Intro Biomed Lab Sci). The   course is comprised of a lecture part focusing on the structure, function, and analysis of DNA and RNA   and a laboratory component in which students isolate, analyze, and manipulate DNA and RNA in the   test tube. Experiments include the isolation of genomic DNA and RNA, followed by their analysis   through gel electrophoresis, spectrophotometry, PCR, and blotting techniques. Students are introduced   to recombinant DNA technology through bacterial transformation, plasmid preps, mapping of plasmids   by restriction digests, and purification of recombinant protein from bacteria by column   chromatography. The course also includes a bioinformatics component in which students use a web   platform to access various genetic databases, retrieve genetic sequence information and analyze the   sequences using free software for translation and restriction enzyme mapping. Laboratory course. ",Techniques in Molecular Biology ,Boston University,,www.bu.edu,4,GMS BT 413
,"Prereq: BT 110 (Intro Biomed Lab Sci) and BT 208 (Ess. Math for Biotech). Biochemistry and elementary   physics are recommended. Familiarizes students with the theory and application of many biochemical   techniques involved in protein purification and characterization, such as chromatography (ion   exchange, gel permeation, hydrophobic affinity), electrophoresis and blotting techniques. Students   learn to think critically about methodology, design a purification scheme, scale it up, and troubleshoot   an existing plan. Special problems with recombinant proteins are also covered. The laboratory   component includes a wide variety of conventional methods for protein isolation, purification, and   characterization. Laboratory course.",Protein Purification and Analysis ,Boston University,,www.bu.edu,4,GMS BT 411
,"This course is an integrated course conveying a framework of fundamental introductory concepts of   biochemistry, molecular biology, and cell biology, along with essential laboratory methods that are   commonly used by researchers in these areas and by the biotechnology industry. The overall goal of the   course is to train students for jobs in industry, academia, and the health care sector that apply or require   knowledge of these concepts and methods.  *Restricted registration to BioScience Academy students. ",Essential Methods in Biotechnology,Boston University,,www.bu.edu,4,GMS BT 410
,"Prereq: BT 342 (Cell Bio) and BT 413 (Mol Bio) or consent of program director. Cell culture techniques   and knowledge of genetics is recommended. This course emphasizes the molecular and cellular   interactions involved in immune response. Topics covered include innate immunity, antibody structure   and function; applications of monoclonal antibodies in biotechnology and medicine; gene   rearrangements in Band T cells; cellular cooperation and the role of MHC; tolerance; and   immunopathology (hypersensitivity, autoimmunity, transplantation, AIDS, cancer immunity and   immunotherapy). Lab techniques include Flow Cytometry (FACs), ELISA, cell proliferation and death,   and assays of immune function. ",Immunology,Boston University,,www.bu.edu,4,GMS BT 408
,This course helps students to develop an understanding of the impact of business  processes on the organization's performance and provides students the key tools  to analyze and improve processes in both manufacturing and service sectors.  ,Operations Management: Business Process Fundamentals,Boston University,,www.bu.edu,4,MET AD 605
,"Cultural tourism in the 21st century is more than the traditional passive activities of visiting a museum, hearing a concert or strolling down an historic street. It has become an active, dynamic branch of tourism in which half of all tourists have stated that they want some cultural activities during their vacation. In this course we will introduce various themes of cultural tourism including the relationship between the Tourist Industry and the Cultural Heritage Manager, conservation and preservation vs. utilization of a cultural asset, authenticity vs. commoditization, stakeholders and what should be their rights and obligations, tangible and intangible tourist assets, the role of government, private industry and the non-profit sectors in tourism planning and sustainable economic development. We will examine these themes in different areas of cultural tourism including the art industry, historical sites, cultural landmarks, special events and festivals, theme parks and gastronomy. ",Evaluating and Developing Markets for Cultural Tourism ,Boston University,,www.bu.edu,4,MET AD 603
,"Provides a market oriented, strategic planning framework to address a broad range of tourism and regional economic and development issues that relate to tourism industry development and growth. The interplay of private, public and government organizations is discuss as they relate to the development of a comprehensive tourism plan. The combination of theory and practice will prepare students to analyze tourism markets, assess area, regional and national weakness and strengths as well as the security, infrastructure/logistics, marketing and costs associated tourism. Topics include: importance of tourism to the economy, developing the tourism strategy, ecotourism, research and analysis, positioning and marketing, funding tourism and developing new attractions. ",Economic Development and Tourism Management,Boston University,,www.bu.edu,4,MET AD 600
,Prereq: AD100 Pre-Analytics Laboratory ,Business Analytics Foundations,Boston University,,www.bu.edu,4,MET AD 571
,Enhances the theoretical regional business course (750 series) for a specific commerce area of the world. Course offers on-site experience exposing students to the region's geopolitical and cultural environment. Also examines business activities through lectures and tours of company and government locations as well as cultural activities.,International Commerce Regional Field Experience,Boston University,,www.bu.edu,Var,MET AD 555
,"Provides an overview of fundamental mathematical concepts, with emphasis on the  solution of word problems. Topics covered include quadratic equations, signed numbers,  polynomials, graphs, roots and radicals, and basic concepts of differential and integral  calculus. Prerequisite course which may not be used for credit toward the MSAS degree. ",Mathematics for Management ,Boston University,,www.bu.edu,2,MET AD 510
,Techniques for effective written and verbal communications. This course is a special  offering for students for whom English is a second language. Prerequisite course: credits  can not be used toward the MSAS degree. ,Business Communication for International Students,Boston University,,www.bu.edu,Var,MET AD 501
,for Spring and Summer 2 semesters. Prereq: 16 credits in clinical research and permission of program   director. Directed study offering direct experience with the conduct of a clinical trial. Student will work on   a supervised project within an approved clinical research site. ,Clinical Research Practicum,Boston University,,www.bu.edu,Var,GMS BT 595
,for Fall and Summer 1 semesters.  Prereq: 16 credits in clinical research and permission of program   director. Directed study offering direct experience with the conduct of a clinical trial. Student will work on   a supervised project within an approved clinical research site. ,Clinical Research Practicum,Boston University,,www.bu.edu,Var,GMS BT 594
,"for Spring and Summer 2 semesters.  Directed study for degree candidates only. Prereq: Consent of   program director. The externship is the capstone project of the Bachelor of Science degree in the BLCS   program.  The externship objectives are for students to apply knowledge gained from coursework, learn   new and challenging biomedical skills and procedures, and understand the purpose for performing   these.  In addition, students are expected to articulate the goals of their project and how their project   fits within the overall mission of the host institution or department.  Students also need to   demonstrate initiative and curiosity, and be proactive in researching and learning the science behind   their project.  ",Biomedical Externship,Boston University,,www.bu.edu,Var,GMS BT 592
,"for Fall and Summer 1 semesters.  Directed study for degree candidates only. Prereq: Consent of   program director. The externship is the capstone project of the Bachelor of Science degree in the BLCS   program.  The externship objectives are for students to apply knowledge gained from coursework, learn   new and challenging biomedical skills and procedures, and understand the purpose for performing   these.  In addition, students are expected to articulate the goals of their project and how their project   fits within the overall mission of the host institution or department.  Students also need to   demonstrate initiative and curiosity, and be proactive in researching and learning the science behind   their project.",Biomedical Externship,Boston University,,www.bu.edu,Var,GMS BT 591
,"Prereq: knowledge of biostatistics. This course covers basic principles and current methodologies used in   the design and responsible conduct of clinical trials. Topics include statistical design of clinical trials,   sample selection, data collection and management, patient recruitment strategies, adverse event   reporting, and compliance monitoring. Practical exercises include writing clinical research protocols and   informed consent forms, and designing case report forms. ",Design and Conduct of Clinical Trials,Boston University,,www.bu.edu,4,GMS BT 575
,"This course introduces the regulatory responsibilities of sponsors, monitors, and investigators   conducting clinical trials. Practical information and exercises are designed for the clinical trial   professional on procedures for ensuring GCP compliance from an industry perspective. Topics include   identifying and selecting qualified investigators, obtaining ethical approval to enroll patients, and   initiating sites successfully. The course also covers issues related to collecting required regulatory   documentation, verifying high quality data, maintaining study materials accountability, and reporting   serious adverse events. Group discussions and guest speakers help students learn the practical skills   used in the field.",Good Clinical Practices (GCP) in Clinical Research,Boston University,,www.bu.edu,4,GMS BT 560
,"Introduces students to the technology, process, and responsibilities of clinical data management.   Students examine study setup, case report form (CRF) design, and the data life cycle, including data   collection, data validation, coding of adverse events using standard dictionaries (such as ICD-9 or   MedDRA), data review, and database lock. Data Management SOP's are discussed within this context.   An industry-leading clinical data management system (CDMS) is utilized. Students also explore how   new technologies, such as electronic data capture (EDC), affect these processes.",Clinical Data Management,Boston University,,www.bu.edu,4,GMS BT 550
,"Clinical research is conducted to meet the needs of the intended patient population with an investigational medical intervention.  But a favorable medical outcome is not the only criterion that is used to judge whether a product can be marketed.  Clinical research needs to meet the rigorous standards of the regulators, the ethicists, and the auditors. This course reviews the laws that are in place that are designed to guide the complexities of clinical research. We will use case studies to illustrate what can really happen when clinical studies are conducted -- you may be surprised with what you find.  Using group activities and exercises, we will explore the options and approaches used to manage these clinical research issues. 4 cr. ",Regulatory and Compliance Issues,Boston University,,www.bu.edu,4,GMS BT 540
,"Prereq: BT 104 (Med Term) and BT 342 (Cell Bio), or consent of program director. The    goal of the course   is to give students a fundamental knowledge and practical    experience of human histology, pathology   and the techniques used to study cells and    tissues in the normal and diseased state. This course   familiarizes students with    biospecimen processing and management at the organ, tissue, cellular and molecular    levels. By studying different organs and organ systems, including: gastrointestinal,    breast,   respiratory, neuro-muscular, skin, brain, kidney and liver, students develop an    understanding of the   normal and diseased state at the macro and microscopic levels.    Furthermore, the course provides   hands-on experience, including: dissection,    preservation, processing, microtomy, photomicroscopy,   macro-photography, electron    microscopy, and archiving. Students apply their understanding of medical   terminology    and cell biology. This course can help prepare a student for graduate work in pathology,      for a Pathologists' Assistant program or for a career as a histotechnologists in a    diagnostic or research laboratory. Â Laboratory course.",Histopathology,Boston University,,www.bu.edu,4,GMS BT 532
,"Prereq: one semester biology and 2 semesters of chemistry, BT405  recommended.  This course introduces   the basic principles of pharmacology  and several major classes  of therapeutic agents, with attention to   their  mechanisms of action. Issues of current  and future directions in  pharmacology are addressed   including the source of  information about  pharmacologic agents, the ethics of human experimentation,   the  drug  development process, and new biotechnological approaches to drug design.",Introductory Pharmacology,Boston University,,www.bu.edu,4,GMS BT 530
,"Prereq: BT 405 (Biochem) and BT 413 (Mol Bio) or consent of program director. This course focuses on   the cellular and molecular changes that underlie the development and progression of human cancer.   Students examine the pathways and processes that involve oncogenes and tumor suppressor genes to   understand how they can contribute to cancer. Complex interactions including angiogenesis, tumor   immunology, invasion and metastasis are studied as well. In addition,the course covers targeted   approaches to cancer therapy and the latest scientific research including cancer epigenetics, microRNAs   and cancer stem cells.",Biology of Cancer,Boston University,,www.bu.edu,4,GMS BT 520
,"Prereq: one semester of biology, two semesters of chemistry, BT 454 (Cell Culture) and  BT 413 (Mol   Bio) or consent of program director. Cell culture has become an  indispensable tool for all areas of   biomedical science.Â In the course, students develop  the necessary routine for work in a cell culture lab   by passaging cell lines throughout  the course and determining growth characteristics under different   conditions. At the  same time, students isolate and analyze biomolecules from these cell lines and    perform experiments using advanced techniques, such as transfections, reporter gene  assays, as well as   a variety of optical assays (absorbance, luminescence, and  fluorescence assays). At the end of the   course, students communicate their work and  results during a poster session. Laboratory course.",Advanced Cell Culture Techniques,Boston University,,www.bu.edu,4,GMS BT 484
,"Prereq: BT 560 (GCP), BT 575 (Design & Conduct of Clin Trials) or consent of program director. This   course integrates a comprehensive review of the good clinical practice core principles and project   management strategies applicable to clinical research.  Through lectures, case studies and discussions,   students examine the concepts and applied techniques for cost estimation, budgeting, allocation of   resources, risk management and quality assurance for clinical research projects. Project management   principles and methodologies are discussed with a special focus on planning, controlling, and   coordinating individual and group efforts.",Planning and Operations in Clinical Research,Boston University,,www.bu.edu,4,GMS BT 480
,"This course considers macroeconomic factors of relevance to the firm: aggregate economic activity, cyclical movements, and fiscal and monetary policies. The course reviews the problems of decision-making relating to demand, production, costs, market structure, and price, and provides an analysis of the interplay between governments, economic systems, labor, and multinational corporations (MNCs). Topics include: the basis for the existence, organization, and growth of MNCs; a comparison of major economic and government systems; areas include the impact on the firm's business transactions and trade due to taxation, regulation, legal environments and labor influences. This course additionally investigates the relationship between the interaction of national culture and development. Topics range from developing nations' rain forest and species management to pollution generated by developed nations. Culture, policy, and development are also discussed in relation to the impact of the business interactions (agriculture, fishing, technology transfer, etc.) among developing and developed nations.","International Business, Economics, and Cultures",Boston University,,www.bu.edu,4,MET AD 655
,Prereq: METAD571 ,Marketing Analytics,Boston University,,www.bu.edu,4,MET AD 654
,"Many branches of the tourism industry have become incorporated into the increasingly important economic paradigm of sustainable economic development (economic development while minimizing the negative environmental, social and cultural impact of such development) in both the developed and developing world. In this course students will visit a developing country and learn how the tourist industry has developed in that country, determine how sustainable that development has been and what are potential directions for future growth in the tourist industry.",Economic Development via Tourism in the Developing World,Boston University,,www.bu.edu,4,MET AD 650
,Prereq: MET AD642 ,Agile Project Management,Boston University,,www.bu.edu,4,MET AD 649
,"Provides a detailed examination of how businesses can successfully use Internet and Web    technology. Students are introduced to the concepts and issues of electronic commerce. Topics    include comparison of e-commerce procedures, payment mechanisms, applications in different    industry sectors, security, the challenges of starting and maintaining an electronic business site, as    well as a comparison with traditional business practices. ",Ecommerce,Boston University,,www.bu.edu,4,MET AD 648
,Prereq: MET AD642 ,Project and Program Governance,Boston University,,www.bu.edu,4,MET AD 647
,Prereq: MET AD642 ,Program Management ,Boston University,,www.bu.edu,4,MET AD 646
,Prereq: MET AD642 ,Project Risk and Cost Management,Boston University,,www.bu.edu,4,MET AD 644
,Prereq: MET AD642 ,Project Communications Management,Boston University,,www.bu.edu,4,MET AD 643
,"The course examines the concepts and applied techniques for cost effective management of both long-term development programs and projects. Project management principles and methodology are provided with special focus on planning, controlling, and coordinating individual and group efforts. Key topics of focus include overview of modern project management, organization strategy and project selection, defining a project and developing a project plan and scheduling resources, project risk analysis, work breakdown structures, and project networks. MS Project will be introduced in this course to provide hands-on practical skills with the above topics. Mastery of key tools and concepts introduced in this course provides a significant competitive advantage in the marketplace. ",Project Management,Boston University,,www.bu.edu,4,MET AD 642
,"Introduction to the concepts, methods and problems of accounting and financial analysis.  Includes accounting principles, measurement and disclosure issues, financial statement analysis, time value of money, cash flow projection and analysis, capital budgeting and project evaluation, bond and equity valuation, cost of capital and capital structure.  4 cr. ",Financial Concepts,Boston University,,www.bu.edu,4,MET AD 632
,"Introduction to the concepts, methods, and problems of financial and managerial accounting. Includes data accumulation, accounting principles, financial statement analysis, measurement and disclosure issues, cost analysis, budgeting and control, production costs, and standard costs. ",Financial and Managerial Accounting ,Boston University,,www.bu.edu,4,MET AD 630
,"This course provides a framework to study the global environmental problems and the direct impact on government, business, and non-governmental organizations in seeking sustainability. Students will be seeking resolution of major environmental concerns related to a vital balance between economic needs and environmental protection domestically and on a global perspective. Students will examine global concerns of climate change, ozone destruction, disposal of solid & hazardous waste and 20 major global environmental issues. 4 credits ","Environmental Law, Regulation & Sustainability ",Boston University,,www.bu.edu,4,MET AD 620
,Prereq: METAD571 ,Enterprise Risk Analytics,Boston University,,www.bu.edu,4,MET AD 616
,"Includes national economic performance; problems of recession, unemployment inflation, and trade and budget deficits; money creation, government spending, and taxation; economic policies for full employment and price stability; and international trade and payments. ",Introductory Macroeconomic Analysis ,Boston University,,www.bu.edu,4,MET AD 615
,Prereq: MET AD610 ,Disaster Management,Boston University,,www.bu.edu,4,MET AD 614
,Prereq: MET AD610 ,Enterprise Risk Planning and Compliance,Boston University,,www.bu.edu,4,MET AD 613
,"This course examines emergency management from national, state, local, and family perspectives of prevention, preparedness, response, and recovery.  The course encompasses knowledge of the specific agencies, organizations, and individual behaviors in emergency management as well as the interlinking partnerships between/among these groups.  Areas of discussion include: responsibilities at federal, state, community and individual levels; guidelines and procedures for operations and compliance such as the National response Plan; Incident Command Systems (ICS); exercises; plan development, command, and control; communication; partnership development and maintenance; leadership; and numerous other elements related to effective emergency management.  The unique and critical roles of private and public partnerships are reviewed and particular attention is paid to the interplay and interdependency among national, state, community, business (public and private), and the individual.  4cr.",COO-Public Emergency Management,Boston University,,www.bu.edu,4,MET AD 612
,"This course focuses on the human-factor aspects of crisis management as they relate to maintaining reasonable business activity while facing continuity disruption, and the important areas of proactive versus reactive leadership during crises.  In addition, the course will discuss the leadership qualities that are essential during crisis periods.  The course will assist the student in understanding that, at times, the human resource elements of the workforce recovery may be even more complicated than the logistical ones.  In fact, the ?best practices? for mitigating the impact of crises/disasters on personnel are often not well understood or sufficiently prioritized.  Students will learn to appreciate that the reactions and needs of employees may vary and change over time. 4cr.",The Social and Psychological Elements of Workplace Disruption,Boston University,,www.bu.edu,4,MET AD 611
,"This overview course examines the management issues involved with assessing the security and  risk environments in both the private and public sectors in order to assure continuous system-wide  operations. The course studies the elements of risk assessment and operational continuity using  the project management framework of planning, organizing, and control. Students are exposed to  the role of the firm in crisis response and management as well as the terms, systems, and  interactions necessary to assure continuous operations. Topics include: the role and need for  comprehensive assurance strategy and planning; the security aspects of the firm; an overview of  the system-wide structure?as well as the organizations within that structure?designed to plan for  and respond to local or national crisis; the social and emotional impact on the workforce as well  as its effect on productivity; and the organizational infrastructure relating to national, regional,  and international compliance. 4 cr",Enterprise Risk Management,Boston University,,www.bu.edu,4,MET AD 610
,"Prereq: METAD630, MET AD731 ",Managing Financial Institutions,Boston University,,www.bu.edu,4,MET AD 716
,"Explores decision making and policy formulation in organizations. Includes goal setting and the planning process, rational models of decision making, evaluation of alternatives, prediction of outcomes, cost-benefit analysis, decision trees, uncertainty and risk assessment, and procedures for evaluation of outcomes. ",Quantitative and Qualitative Decision-Making,Boston University,,www.bu.edu,4,MET AD 715
,"Prereq: MET AD630, MET AD731 ",Mergers and Acquisitions,Boston University,,www.bu.edu,4,MET AD 714
,"Prereq: MET AD630, MET AD731 ",Derivative Securities and Markets,Boston University,,www.bu.edu,4,MET AD 713
,"Prereq: MET AD630, MET AD731 ",Financial Markets and Institutions,Boston University,,www.bu.edu,4,MET AD 712
,"This course focuses on the role of the leadership of a corporation in determining and implementing the corporation?s strategy. Through the analysis and the discussion in class of a number of cases, the leadership styles, approaches and methods will be studied, as well as the implications for the strategies of the corporations concerned, and the resulting successes or failures.   ",Leadership and Strategy     ,Boston University,,www.bu.edu,4,MET AD 711
,"Prereq: MET AD630, MET AD731 ",Case Studies in Current Corporate Financial Topics,Boston University,,www.bu.edu,4,MET AD 709
,"This course will look at the fundamental problems and issues facing providers of health care in the United States.  Major topics will include: Managed Care, Capitation, Medicare & Medicaid reimbursement, consolidation & market share strategy, and managing quality in a tight margin business.",Strategic Management in Health Care Services,Boston University,,www.bu.edu,4,MET AD 700
,"The course will provide students the qualitative and quantitative methods and tools  used by today's logistics and transportation managers, and will use an applied  problem-solving approach. Specifically, the course will emphasize decision-making in  the areas of transportation management, warehouse and distribution center  operations, and logistics network design that includes an understanding of key  tradeoffs and the effect of variance in a logistics system. ",Strategic Logistics Management   ,Boston University,,www.bu.edu,4,MET AD 690
,Prereq: METAD571 ,Web Analytics for Business,Boston University,,www.bu.edu,4,MET AD 688
,"The course provides an in depth examination of the role of infrastructure and logistics in economic and tourism development. Students are exposed to national and international examples of infrastructure and logistics models as they related to the successful, or unsuccessful, attempts to initiate economic/tourism development, growth and/or maintenance. The problems and challenges facing private firms and governments as they attempt to integrate economic development and growth into an existing culture and environment are presented. The role of national, regional and local infrastructures is discussed as they relate to an intergraded economic development plan. The use, types and importance of infrastructure is presented, as are methods to develop models to assess needs and resource allocation.",Infrastructure and Logistical Planning for Tourism Development,Boston University,,www.bu.edu,4,MET AD 683
,"The course reviews the management issues involved with security and risk analysis. Topics include risk identification, risk management and alternative response actions. Security is analyzed from the numerous perspectives to nclude: infrastructure, employee, visitor and computer systems. Security is resented from the levels of the: firm as well as the local, state and national environment. Focus is on the proactive investment of resources to develop a comprehensive plan that identifies the elements of security and risk analysis as well as presents options for risk mitigation.
",Risk Assessment and Security Management ,Boston University,,www.bu.edu,4,MET AD 682
,"This course analyzes the managerial activities required to support manufacturing and service  industry international strategies to assure that that products/services are delivered/provided in  the quality and timely manner expected through the use of global supply chains, outsourcing  relationships and multi-country operations. The course focuses on contemporary strategic issues  that affect both large and small corporations and includes: the strategic role of the internet,  international trade and logistics, cross cultural teaming, supply chain dynamics, information  management, inventory scheduling and control, international coordination and transportation and  customer service. 4cr.       ",Global Supply Chains,Boston University,,www.bu.edu,4,MET AD 680
