category,description,title,institute,site,credits,id
,"This seminar is a critical study of classic works of satire in poetry, prose fiction, and drama, with an emphasis on comparing texts from the eighteenth century by such major satirists as Swift, Pope, Gay, Johnson, and Voltaire with such modern authors as Orwell, Brecht, Vonnegut, Auden, and West.","
      ENGL E-199D Forms of Satire    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15070
,"This interdisciplinary course examines the American Civil War from Nat Turner's slave rebellion in 1831 to the legendary history film, ","
      ENGL E-189 The Civil War from Nat Turner to Birth of a Nation    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24546
,"This course covers American poetry in cultural context through the year 1850. The course begins with Puritan poets, some orthodox, some rebel spirits, who wrote and lived in early New England. Focusing on Anne Bradstreet, Edward Taylor, and Michael Wigglesworth, among others, we explore the interplay between mortal and immortal, Europe and wilderness, solitude and sociality in English North America. The second part of the course spans the poetry of America's early years, directly before and after the creation of the Republic. We examine the creation of a national identity through the lens of an emerging national literature, focusing on such poets as Phillis Wheatley, Henry Wadsworth Longfellow, Edgar Allen Poe, and Ralph Waldo Emerson, among others. Distinguished guest discussants include writer Michael Pollan, economist Larry Summers, Vice President Al Gore, Mayor Tom Menino, and others. The recorded lectures are from the HarvardX Poetry in America Series.","
      ENGL E-182A Poetry in America: From the Mayflower through Emerson    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24717
,"This course spans a critical era in American literature, beginning with antebellum and Civil War poetry, entering the twentieth century, and traversing the transformative modernist era. This course begins with the poetry of the American Civil War and the series of major events and social movements that followed it—including Reconstruction, the Jim Crow Era, and Manifest Destiny, to name just a few. Encountering such poets as Herman Melville, Julia Ward Howe, Walt Whitman, Edward Arlington Robinson, Paul Laurence Dunbar, James Weldon Johnson, Francis Ellen Watkins Harper, Emma Lazarus and W.E.B. DuBois, we examine the language of patriotism, pride, violence, loss, and memory inspired by the nation's greatest conflict. As we enter the twentieth century, we encounter modernism, a movement that spanned the decades from the 1910s to the mid-1940s, and whose poetry marked a clear break from past traditions and past forms. We read such poets as Robert Frost, T.S. Eliot, Marianne Moore, Langston Hughes, William Carlos Williams, Edna St. Vincent Millay, Claude McKay, Dorothy Parker, and Wallace Stevens. We study how these poets employed the language of rejection and revolution, of making and remaking, of artistic appropriation and cultural emancipation. Traveling to the homes and workplaces of Robert Frost and Wallace Stevens; to the Poetry Foundation in Chicago, where the institution of American modernism was born; and even exploring the River Thames in the London of Eliot's ","
      ENGL E-182M Poetry in America: From the Civil War through Modernism    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15090
,"This course focuses on the poetry of Walt Whitman and Emily Dickinson, two influential and iconic American poets of the nineteenth century. First, we encounter Walt Whitman, a quintessentially American writer whose work continues to bear heavily upon the American poetic tradition. We explore Whitman's relationship to the city, the self, and the body through his life and poetry. Then, we turn to Emily Dickinson, one of America's most distinctive and prolific poets. While Dickinson wrote nearly 2,000 poems during her lifetime, she chose never to publish, opting instead to revisit and revise her works throughout her lifetime. Keeping this dynamic of self-revision in mind, we consider a number of Dickinson's poems—many seemingly in tension with one another—concerned with nature, art, the self, and darkness. We travel to the Dickinson Collection at Harvard's Houghton Library, and to Amherst, Massachusetts, paying a visit to the house in which the poet lived and wrote until her death in 1886. The recorded lectures are from the HarvardX Poetry in America Series. Students may count ENGL E-182f (offered previously) or ENGL E-182h toward a degree, but not both. ","
      ENGL E-182H Poetry in America: Whitman and Dickinson    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15089
,"In this course we read several landmark novels and examples of short fiction. We begin at a time in which many writers left for Europe to leave behind a country they considered provincial while others immigrated to the United States as a refuge. We examine how these continued exchanges across the Atlantic and the experiences of the World Wars and the Holocaust affected and reshaped the rich American novelistic traditions. Proceeding largely in chronological order, the sequence of readings is divided thematically. The readings cluster around the way in which traditional American settings and literary forms interact with and adapt to national and transatlantic historical change. These changes are readily reflected in the novels of immigration, the Lost Generation, and the World Wars, but they also make themselves felt subtly in the way American writers think about the suburb, a direct result of World War II, negotiate the relationship between individualism and the shaping influence of family legacies, and try to grapple with the lasting effects of slavery.","
      ENGL E-166 The Twentieth-Century American Novel    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24239
,"This course focuses on the individual and his or her desire to become a more effective oral communicator. Topics include accent reduction (both second language and regional), reading aloud, oral presentation skills, introducing self or others, projection, clarity, conviction, asking and answering questions, participating in meetings, vocal variety and emphasis, vocal quality, control of one's vocal mechanism, leadership, and participation.","
      SPCH E-125 Perfecting Oral Communication    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13779
,"This course is designed to help students address the communication challenges they face in their professional lives. Through experiential assignments and exercises, students explore the fundamentals of interviewing, interpersonal dynamics, group problem solving, and informative briefings.","
      SPCH E-122 Oral Communication in the Workplace    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24793
,"This course covers advanced public speaking techniques for persuasion, effective interoffice communication, and connecting with an audience. Students learn to use their own communication style while adapting their message for a variety of audiences. Students present several speeches and receive peer review. Throughout the semester lectures include a focus on use of language, narratives, vocal variation, techniques for persuasion, and effective communication in the workplace.","
      SPCH E-120 Advanced Public Speaking and Professional Presenting    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24704
,This course teaches participants the techniques of capturing and maintaining the attention of an audience by focusing on the content and delivery aspects of public address. Each student has the opportunity to present several speeches.,"
      SPCH E-100 Fundamentals of Public Speaking    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13666
,"Major authors and trends of the Latin American short story are studied in social and historical contexts. Authors include Quiroga, Borges, Carpentier, Rulfo, Cortázar, García Márquez, Poniatowska, Ferré, and Bolaño. Conducted in Spanish.","
      SPAN E-152 Latin American Short Story    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24701
,"This course presents additional language structures, including more ways to express the past, the subjunctive mood, and the future and conditional tenses. Assignments involve work with an online textbook, several feature films and documentaries, and websites from Spain and Latin America. Class sessions focus on instructor-supplied exercises, conversation, discussion, listening comprehension, and reading.","
      SPAN E-2 Intensive Elementary Spanish II    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  20240
,"This course emphasizes oral and written communication using additional language structures, including the future and conditional tenses and the subjunctive mood. Students communicate using role-play and other interpersonal activities. They also read short pieces on modern Spanish culture and write compositions on topics of personal interest.","
      SPAN E-2 Intensive Elementary Spanish II    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  13968
,This course continues ,"
      SPAN E-1Y Reading and Translation    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24727
,"This course is the second part of an introductory course in Spanish as a foreign language. At the end of the semester, students are able to talk about their current activities, their likes and dislikes, as well as to express their feelings and opinions and make comparisons. Their knowledge of the verbal system is also enlarged with the introduction of more irregular verbs and the preterit, which enables them to speak about their past experiences. Core grammar points such as the use of direct and indirect object pronouns and the difference between ","
      SPAN E-1B Elementary Spanish I    ",Harvard University Extension School,www.extension.harvard.edu,2,CRN  21497
,"This course emphasizes reading skills. It assumes no prior knowledge of Spanish, and because the focus is on vocabulary and grammar recognition rather than oral performance, the class moves very quickly. A central theme is Hispanic Boston, and the class reads local newspapers and descriptive documents, and researches local Spanish-speaking communities. The course is conducted in English.","
      SPAN E-1X Reading for Information    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15100
,"This course is an introductory course in Spanish as a foreign language. The four skills—listening, speaking, reading, and writing—are covered, although particular emphasis is placed on speaking and listening. At the end of the semester, students are able to speak about themselves and their environment; to introduce themselves and other people; to ask questions and provide information about people, objects, and places; to talk about their daily activities and how they organize their time; as well as to express what their present obligations and needs are and what plans they have for the future.","
      SPAN E-1A Elementary Spanish I    ",Harvard University Extension School,www.extension.harvard.edu,2,CRN  13719
,"An introduction to oral and written Spanish for students with little or no background in the language. Assignments involve work with an online textbook and occasional videos. Class sessions focus on additional instructor-supplied exercises, conversation, listening comprehension, and reading. Grammar includes present and past tenses.","
      SPAN E-1 Intensive Elementary Spanish I    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  10266
,"An introduction to oral and written Spanish for students with little or no background in the language, this course encourages students to communicate with each other and the instructor in simple language using role-play and other interpersonal activities. Students read short pieces on modern Spanish culture and write compositions on subjects of personal interest. Grammar includes present and past tenses.","
      SPAN E-1 Intensive Elementary Spanish I    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15085
,"In the broadest terms, our objective is to introduce students to the full range of Caribbean societies and cultures, then attempt to make historical and sociological sense of the region as a whole. We examine common patterns of socio-economic and cultural adaptations beneath the outward diversity of the region. Following an introductory overview, we examine the historical sociology of the area. The second part of the course examines the range and variations of Caribbean societies through case studies of four countries—Puerto Rico, Cuba, Jamaica, and Haiti— and several major issues common to all societies of the region. Finally we explore the cultural responses to, and expressions of, the social and historical context previously examined, through case studies of religion and music. A major theme is the global context of Caribbean societies, and throughout the course we use the region to illustrate the costs and benefits of globalization for third world societies, especially ones under the all-powerful umbrella of America. The recorded lectures are from the ","
      SOCI E-46 The Caribbean: Globalization, Socio-Economic Development, and Cultural Adaptations    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14543
,Students learn how to integrate the study of religion from a nonsectarian perspective throughout the curriculum by applying a cultural studies methodology that is interdisciplinary and appropriate for all ages. Participants learn the foundations of a cultural studies approach and have the opportunity to construct lesson plans and unit plans suitable for their educational settings.,"
      RELI E-2000 Methods in Religious Studies and Education: Integrating the Study of Religion into Curricula    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23864
,"The word Zen derives from an ancient Buddhist term for meditation. Zen takes many forms: sitting quietly; looking deeply; and breathing, walking,and working for inner peace and social change. By sharing stories of simple beginners and great masters, from the Buddha and his followers to modern figures like Thich Nhat Hanh, Bernie Glassman, and angel Kyodo williams, we trace many pathways of Zen. Keeping an online journal, drafting and polishing short essays, critiquing readings and films, and meeting special guests, we encounter Zen. No previous study of Buddhism is required.","
      RELI E-1704 Zen Stories    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15068
,"With HTML and CSS mastered, this course features a comprehensive exploration of responsive design. Students build their own layout grids, explore media queries, and understand proper responsive image management. Students also explore Sass, a CSS preprocessing language that combines logic and variables with CSS to create dynamic styling. Students also explore Zurb's Foundation for Web, a responsive design framework that incorporates Sass and jQuery, for building dynamic web pages. Additional topics include modern workflows and advanced CSS topics like CSS animation.","
      DGMD E-27 Modern and Mobile Front-End Web Design II    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24269
,"In a rapidly changing world, the need for online publishers to keep up with the needs and expectations of their site visitors is paramount. Today, many web publishers use content management systems (CMS) to allow them to instantly and dynamically update web pages and properties as new content becomes available so that every visit to a site is engaging, informative, and meaningful. This course explores the use of the three most popular open source web-based content management systems—Wordpress, Joomla, and Drupal—to create dynamic and flexible websites and landing pages. Participants explore the fundamentals of planning dynamic websites, CMS database management, developing CSS-controlled site templates, and creating database-driven websites through the planning and creation of their own topic-based sites.","
      DGMD E-25 Introduction to Web Content Management Systems Site Development    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24048
,"With all the coding courses available online, it's not hard to learn the technical tools and languages needed to build a website or application. However, what is less clear is how to go about the process—what information belongs in the product, for whom does the product exist, and how should the product be organized are just a few of the questions that still need to be answered before coding can begin. In this course, students learn to plan and design a website or application, including choosing a target audience, defining site goals and reconciling these with user and business goals, establishing a brand and a tone of voice, and designing a page architecture. By the end of the course, students are able to plan and design a website or application, so when they are ready to code, they have a clear specification for the final product. This course is not a coding course—it focuses on the other aspects of web and application creation.","
      DGMD E-23 Planning Successful Websites and Applications    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24594
,"This course dives deeply into HTML5, Cascading Style Sheets (CSS), and jQuery, so students can better understand their power and flexibility in designing web pages. Students learn about advanced selectors, including general and adjacent sibling selectors, attribute selectors, pseudoselectors, pseudoelements, and CSS specificity. Methods for layout are covered extensively. Students explore jQuery, including integrating jQuery functions into their web pages. We also explore jQuery Mobile as a way of creating alternative layouts for smaller devices, and jQuery UI, another framework for incorporating design patterns into web pages with a minimum of programming expertise required.","
      DGMD E-20 Modern and Mobile Front-End Web Design I    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14283
,"This course offers an introduction to computing as an expressive medium. We prototype, exhibit, and critique interactive, computational stories, art, and games presented as web applications and physical prototypes. We use JavaScript as a unifying language for programmatically controlling and combining audio, video, graphics, text, sensors, and actuators in these projects. Processing.js, D3.js, and Snap.js help us create data-rich, interactive visualizations, and Tessel.io serves as the microcontroller platform for our physical computing work.","
      DGMD E-15 Creative Explorations in Screen-Based and Physical Computing    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24025
,"The modern web browser provides artists, designers, and creative individuals with a new virtual canvas to explore and communicate ideas in the digital realm. However, that creative potential often remains unfulfilled due to the intimidation or difficulty of learning to code. Likewise, many aspiring creative people still struggle to find their own voice and make their work more personal and unique. This course helps students solve both of these common problems for those working with digital media. Coursework introduces a simple programming language called p5.jS. This web-friendly language is geared toward beginners interested in coding for the visual arts and digital media. We use this tool for the creation of audiovisual assets and the manipulation of images, audio, video, and other digital media.","
      DGMD E-12 Introduction to Creative Exploration on the Web    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24790
,"This course explores three discrete yet related genres of photography: photojournalism, documentary, and art photography. The instructor's background is in conflict and documentary photography, so this course also explores that world a little, with emphasis on narrative photography—storytelling. We dive into portraiture outside of the studio and how to shoot essays involving people, and we discuss how to get the picture when everyone is trying to stop you. This course covers basic foundations and techniques of digital photography with the goal of enabling students to expand their knowledge of photography as an art form; develop a deeper and broader understanding of the photographic technique; and effectively use photographic software tools, develop a reliable workflow, and manage their archives. Topics include exposure control, depth of field, using motion and shutter speed, aesthetics, composition, perspective, the use of color, exposure, metering, optics, file formats and understanding digital images, and software tools and techniques for modification and enhancement. Through lectures, hands-on assignments, and critiques, students expand their understanding of digital photography while exploring their creativity and improving the quality of their photographs.","
      DGMD E-10 Exposing Digital Photography    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15179
,"This is a practical, introductory course that gives a fast-paced overview of a broad range of topics related to contemporary media. The course aims to equip students with an understanding of the basics of exposure and composition which are vital for the closely related fields of digital photography and digital cinematography. Topics also include fundamental lighting techniques, video technology, video production processes with practical exercises in each stage of the workflow, audio production, video compression, codecs, and distribution. Beyond traditional digital media, the course also addresses the fundamentals of computer-based digital media design through software (via web development). Given the power of modern personal computers, all course topics apply to both professional production environments and personal media projects alike. By the end of the course, students can expect to understand common production workflows for a wide array of digital media including digital photography, video production, audio recording, and web design.","
      DGMD E-5 Exploring Digital Media    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24583
,"This course examines how current software engineering methods approach structuring and managing software projects, from requirements gathering to production release. Formal methods in software engineering have a long history, from the older waterfall method to the current agile methods. Students collaborate in small teams to define an architectural model and a project plan, and then implement a system while practicing techniques in software engineering. They prepare a presentation for the Extension School's ","
      CSCI E-599 Software Engineering Capstone    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24531
,"Big data is everywhere. A fundamental goal across numerous modern businesses and sciences is to be able to exploit as many machines as possible, to consume as much information as possible and as fast as possible. The big challenge is how to turn data into useful knowledge. This is far from a simple task and also a moving target as both the underlying hardware and our ability to collect data evolve. In this course, we discuss how to design data systems and algorithms that can scale up and scale out. Scale up refers to the ability to use a single machine to all its potential, to exploit properly the memory hierarchy and the multiple CPU and GPU cores of modern hardware. Scale out refers to the ability to use more than one machine (typically hundreds or thousands) effectively. This is a research-oriented course. Every week we read two modern research papers; one from the scale up area and one from the scale out area. We use examples from several areas, including relational systems and distributed databases, graph processing systems (for social networks), key-value stores, noSQL and newSQL systems, as well as mobile computing. Each student works on two systems projects and (optionally) on a semester-long data systems research project which can be in any of the above areas and based on an open research question. The recorded lectures are from the ","
      CSCI E-265 Big Data Systems    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24598
,"This is an advanced, rigorous course on algorithms focusing on networks, data transmission, and search engines. We learn the science that led to the founding of Google and the science behind standard compression tools. This course also covers topics in coding and data streams. The recorded lectures are from the ","
      CSCI E-210 Algorithms at the End of the Wire    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15042
,"This course explores the debate about the minimum wage from all points of view. What is the history of the minimum wage in the US? Who is affected? Does the minimum wage reduce employment of low wage workers, as some argue? Does it have a significant impact on their incomes? Should the federal government raise the minimum wage? Abolish it? Leave it to the states? Why do some firms pay entry-level workers more than the minimum wage while other firms in the same industry do not? Students review the arguments and evidence on the minimum wage, investigate what economists have learned about its impact, understand why firms might choose to pay more than the minimum wage, review and evaluate current proposals to raise the minimum wage, and explore some of the philosophical and ethical issues raised about labor markets, income inequality, and low income workers","
      ECON E-1825A The Minimum Wage Debate    ",Harvard University Extension School,www.extension.harvard.edu,2,CRN  24424
,"This performance course for all levels of singers focuses on vocal technique, acting of a song, and the study of Broadway musicals from the current century. Throughout the course, we practice vocal warm-ups, building technique and confidence. Each student learns a piece from this repertoire, working on both vocal and theatrical aspects and digging deeply into the text and character. In some cases students may collaborate in order to create more fully-formed scenes for their classmates. Written work includes brief descriptions of listening assignments, and the final consists of a paper and presentation based on each student's research of the song and show, including a polished performance of the song.","
      DRAM E-24B The History and Practice of Musical Theater: Broadway Shows of the Twenty-First Century    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15045
,"This course is designed not only for students of the theater, but also for those with an interest in politics and debate, public speaking, trial law, and education, as well as a broad range of other careers. Students explore various improvisational techniques that fuse intellect, imagination, voice, and body.","
      DRAM E-21 Improvisational Acting    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14811
,"This course is centered on scene study and audition monologue work. The focus is on learning and refining a practical acting process that can then be tailored for each individual actor. This process can effectively be used for acting in film, television, and on stage. The class also focuses on audition technique and helping actors understand what audition material works best for them.","
      DRAM E-20 Advanced Acting    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  23479
,"This course is an intensive study of Shakespeare's dramatic works from the point of view of the actor. It is important to remember that Shakespeare's verse dramas were written to be performed and that only when they are approached this way—as playable, theatrical texts—do they have their maximum impact. Through text analysis, scene study, vocal work, and acting exercises we attempt to find, not only the meaning, but the music and theatrical power of Shakespeare's words. We spend a great deal of class time discussing blank verse and the different techniques for speaking it out loud and work to develop the end-of-line breath support needed to perform this language. We also study such topics as scansion, phrasing, word emphasis, antithesis, and imagery.","
      DRAM E-12 Acting Shakespeare    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24418
,"Through individual and group exercises, monologues, improvisations, and scene studies, this workshop, eclectic in method, helps students develop their acting potential and sharpen their skills in interpreting scripts. Students are expected to keep journals of their work. Previous theater study is not required.","
      DRAM E-10 Introduction to Acting    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  20544
,"Through individual and group exercises, monologues, improvisations, and scene studies, this workshop, eclectic in method, helps students develop their acting potential and sharpen their skills in interpreting scripts. Students are expected to keep journals of their work. Previous theater study is not required.","
      DRAM E-10 Introduction to Acting    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  12954
,"Students create an individual project, presenting it to fellow students and visiting faculty. They apply knowledge and skills obtained in the program to design a significant project in a collaborative environment. At the end of the semester, they make a formal oral presentation of their project to a faculty committee.","
      DGMD E-599 Capstone Design Studio    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24247
,"Students create an individual project, presenting it to fellow students and visiting faculty. They apply knowledge and skills obtained in the program to design a significant project in a collaborative environment. At the end of the semester, they make a formal oral presentation of their project to a faculty committee.","
      DGMD E-599 Capstone Design Studio    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14731
,"This course introduces students to the dynamic field of game development. Games are an enormously effective tool to motivate problem solving, inspire community interactions, and improve personal wellbeing. This course uses paper prototyping and game industry digital design tools to explore the creation of meaningful play experiences with the goal of understanding the game development process.","
      DGMD E-70 Principles of Game Design    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14824
,"This is a studio course in designing online learning experiences. Using case studies, we explore key challenges in online course design and implementation and approaches to those challenges. Each student identifies, designs, and partially implements an online learning experience during the course and we collectively workshop and learn from these projects throughout the course. Among the topics we address are building community in online learning experiences, selection of online learning technologies to meet pedagogical and interaction goals, maintaining engagement and commitment in asynchronous experiences, assessment design, translation of face-to-face experiences, working with subject matter experts, reusability and modularity, and evaluation of learning design success.","
      DGMD E-60 Applied Online Course Design    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24538
,"This course introduces students to a practice-based, hands-on approach to visual communication design. Students learn about vector and raster graphics, how to design with specific audiences in mind, and how to edit their own photographs using some of the most commonly used photo editing software in the visual design industry. Topics also include the elements and principles of design, color theory, visual perception theories, typography, symbols, brand identity, logos, and information design. Connections to current and historical contexts of the graphic arts are woven throughout the course. Students also share their work and learn to take part in design critiques and discussions, as both designers and peers.","
      DGMD E-50 Introduction to Visual Communication Design    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  15157
,"This course provides students with a complete understanding of the key aspects of working with this multi-industry standard piece of software. Maya is used throughout such industries as video games, architectural and medical visualization, and feature films as well as various applications of character animation. In this course, students develop a thorough understanding of the core toolsets in Maya including polygon modeling, texturing, animation, lighting, and rendering. Discussions include pipelines and workflows as they apply to the various industries and address how students can apply them to their own personal or professional projects. Each week we incorporate new concepts and toolsets to build upon previously covered topics so students come out with a full understanding of the entire content creation process in Maya. This course is great way to get started in the 3-D field, or to get some context of the 3-D content creation process for those in related industries.","
      DGMD E-45 Introduction to Maya    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24770
,"Short films are an exciting and ever-evolving form of storytelling in the digital age. This course explores the strong tradition short films have in our culture, as well as the new and innovative techniques filmmakers are currently using to tell and distribute their stories. In this course, students devote the entire semester to the creation and completion of one short film, narrative or documentary, with the intent of festival submission and/or online release. Students work in a collaborative atmosphere with classmates and the instructor to refine scripts and treatments, plan productions, and create the final film. Students may work individually or partner in a collaborative team. Either way, the class serves as a support system for each student, offering advice, critiques, and resources so that each member of the class is an integral part of a fully-realized short. In addition to supporting traditional filmmaking approaches, innovative storytelling techniques are strongly welcomed and supported. These can include interactive online documentaries, hybrid approaches (blending fiction and nonfiction), webisode pilots, and experimental techniques. Additionally, the course demystifies the online distribution process and the film festival circuit, exploring the many avenues filmmakers can take to get their work shown to a wider audience.","
      DGMD E-42 Making the Short Film: Innovations and Practices for the Digital Age    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14730
,"With the advent of massive open online courses (MOOCs), Khan Academy, and the flipped classroom, educators are experimenting with video as never before. This course prepares students to create dynamic, pedagogically sound video for these and other platforms by familiarizing them not only with relevant video production tools and techniques, but also with approaches to video grounded in the scholarship of teaching and learning.","
      DGMD E-40 Producing Educational Video    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24419
,"Manipulating light is the most fundamental aspect of photographic image making. Light has basic properties such as brightness, size of source, color, angle of throw, and the directional movement of its rays. Cameras are the tools that allow us to interpret these properties to create an image. Through hands-on projects we build our understanding of the ways in which light can be manipulated for aesthetic intent. Assignments build in complexity throughout the semester exploring the relative relationships between camera controls and lighting properties. Once we have a strong understanding of these relationships we move into post-production and investigate color correction, color grading, and working with green screen footage. The goal of this course is to build a fundamental understanding of lighting relationships in order to achieve the desired look on set and in the editing suite.","
      DGMD E-38 Lighting Design for Video and Post-Production    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24335
,"Manipulating light is the most fundamental aspect of photographic image making. Light has basic properties such as brightness, size of source, color, angle of throw, and the directional movement of its rays. Cameras are the tools that allow us to interpret these properties to create an image. Through hands-on projects we build our understanding of the ways in which light can be manipulated for aesthetic intent. Assignments build in complexity throughout the semester exploring the relative relationships between camera controls and lighting properties. Once we have a strong understanding of these relationships we move into post-production and investigate color correction, color grading, and working with green screen footage. The goal of this course is to build a fundamental understanding of lighting relationships in order to achieve the desired look on set and in the editing suite.","
      DGMD E-38 Lighting for Video and Post-Production FX Editing    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14490
,"How do we share a concept before the real counterpart has been created? How do we visualize a new piece of software, a business model, or a story dynamically? Motion graphics allows us to design enormously engaging visual experiences to communicate complex ideas. This course explores principles of visual narrative development to help students create well edited stories and effects.","
      DGMD E-37 Introduction to Motion Graphics and Story Visualization    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24749
,"The ability of the film editor to shape a story is one of the most exciting and rewarding parts of the filmmaking process. This course serves as an introduction to the art of video post-production. We explore the theory and practice of various editing styles in order to gain a better understanding of how stories are most effectively constructed in the editing room. Through demonstrations and hands-on experience, students learn advanced editing techniques with an in-depth examination of Adobe Premiere. To further enhance projects, students create animated motion graphics using Adobe After Effects. Strong emphasis is placed on post-production techniques that improve the sound and image quality of the videos. Footage is provided for all exercises and projects, however, students are given the option to shoot new material for their final projects if desired.","
      DGMD E-35 Video Editing and Digital Design    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24026
,"This course is a complete movie-making academy in fifteen weeks. Working in small groups and guided by the instructor, students learn the basics of single-camera video production, field audio recording, and lighting for documentary and narrative film. Students learn how to light an interview like a pro, make the most of their equipment in the field, and break down any script into manageable pieces ready for shooting. Applying these techniques outside the studio, students produce a short documentary or narrative film scene on their own, and edit and deliver that movie using Adobe Premiere. We also screen and critique students' work as it evolves and refine methods for strengthening stories by looking at successful movies that have cracked the code. This course is designed for anyone who wants a crash course in producing quality video on a shoestring budget, and for storytellers who want to translate their ideas into compelling videos of any kind.","
      DGMD E-30 Video Field Production    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24545
,"This course is a complete movie-making academy in fifteen weeks. Working in small groups and guided by the instructor, students learn the basics of single-camera video production, field audio recording, and lighting for documentary and narrative film. Students learn how to light an interview like a pro, make the most of their equipment in the field, and break down any script into manageable pieces ready for shooting. Applying these techniques outside the studio, students produce a short documentary or narrative film scene on their own, and edit and deliver that movie using Adobe Premiere. We also screen and critique students' work as it evolves and refine methods for strengthening stories by looking at successful movies that have cracked the code. This course is designed for anyone who wants a crash course in producing quality video on a shoestring budget, and for storytellers who want to translate their ideas into compelling videos of any kind.","
      DGMD E-30 Video Field Production    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  14285
,"Some call it the share economy, others the gig economy; still others prefer the freelance or access economy. In this course, we explore the impact new technology is having on how firms connect to their customers, how they compete with incumbent and new firms in their product market, and what this means for workers and outcomes in labor markets. How many workers and firms are affected? Are there limits to what types/how many workers and firms are likely to be affected? What can we learn from Hollywood? We look at previous historical examples of this type of organization—including the movie and TV industry which has long had a disaggregated approach to producing its product and hiring workers. We examine Uber, AirBnb, and similar firms. How was their rise facilitated by new technology? What do they provide their customer that was not previously available? How is this changing competition?  What is the nature of this new employment relationship with workers? Are the employees independent contractors, or something in between? To what extent does this affect labor market outcomes including flexibility and worker autonomy, but also worker income, non-wage benefits such as health insurance, and income security? To what extent do these new relationships—between customer and firm and between firm and worker—require new types of government oversight or regulation (if any)?","
      ECON E-1815 The Uber Economy: How Technology Is (and Is not) Changing the Boundaries of the Firm    ",Harvard University Extension School,www.extension.harvard.edu,4,CRN  24707
